agency_code,proj_code,s_id,o_id,h_no,h_desig_num_pref,h_desig_master,h_desig_subdiv,h_desig_suffix,h_upper_depth,h_lower_depth,h_texture,h_texture_qual,h_soil_water_stat,h_stickiness,h_plasticity_type,h_plasticity_deg,h_water_repellence,h_carbonate_eff,h_bound_distinct,h_bound_shape,h_permeability,h_notes,h_ec,h_salinity_depth,h_dispersion
799,AS1,NT7,1,5,NULL,NULL,NULL,NULL,0.83,1.09,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT8,1,1,NULL,NULL,NULL,NULL,0,0.07,FSL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT8,1,2,NULL,NULL,NULL,NULL,0.07,0.15,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT8,1,3,NULL,NULL,NULL,NULL,0.15,0.33,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT8,1,4,NULL,NULL,NULL,NULL,0.33,0.58,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT8,1,5,NULL,NULL,NULL,NULL,0.58,0.73,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT8,1,6,NULL,NULL,NULL,NULL,0.73,0.93,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT9,1,1,NULL,NULL,NULL,NULL,0,0.1,LS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT9,1,2,NULL,NULL,NULL,NULL,0.1,0.2,FS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT9,1,3,NULL,NULL,NULL,NULL,0.2,0.22,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT9,1,4,NULL,NULL,NULL,NULL,0.22,0.6,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT9,1,5,NULL,NULL,NULL,NULL,0.6,0.88,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT9,1,6,NULL,NULL,NULL,NULL,0.88,1.14,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT9,1,7,NULL,NULL,NULL,NULL,1.14,1.32,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAE,A390,1,1,NULL,NULL,NULL,NULL,0,0.15,FSL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAE,A390,1,2,NULL,NULL,NULL,NULL,0.15,0.38,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAE,A390,1,3,NULL,NULL,NULL,NULL,0.38,0.51,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAE,A390,1,4,NULL,NULL,NULL,NULL,0.51,0.76,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAE,A390,1,5,NULL,NULL,NULL,NULL,0.9,1.13,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAE,A391,1,1,NULL,NULL,NULL,NULL,0,0.14,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
799,CAE,A391,1,2,NULL,NULL,NULL,NULL,0.14,0.2,FSL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,NULL,NULL,NULL,NULL,NULL,NULL
799,CAE,A391,1,3,NULL,NULL,NULL,NULL,0.2,0.45,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,CAE,A391,1,4,NULL,NULL,NULL,NULL,0.45,0.75,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,NULL,NULL,NULL,NULL,NULL,NULL
799,CAE,A391,1,5,NULL,NULL,NULL,NULL,0.75,0.88,CLFS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAE,A391,1,6,NULL,NULL,NULL,NULL,1.08,1.36,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAE,A391,1,7,NULL,NULL,NULL,NULL,1.36,1.65,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAE,A391,1,8,NULL,NULL,NULL,NULL,1.8,1.95,CLFS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAE,A392,1,1,NULL,A,NULL,NULL,0,0.04,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAE,A392,1,2,NULL,B,NULL,NULL,0.04,0.23,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAE,A392,1,3,NULL,B,NULL,NULL,0.23,0.46,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAE,A392,1,4,NULL,B,NULL,NULL,0.46,0.8,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAE,A392,1,5,NULL,NULL,NULL,NULL,0.8,1.08,SMC,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAE,A392,1,6,NULL,NULL,NULL,NULL,1.08,1.41,SMC,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAE,A392,1,7,NULL,NULL,NULL,NULL,1.41,1.56,SMC,NULL,NULL,NULL,NULL,2,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,CAE,A392,1,8,NULL,NULL,NULL,NULL,1.56,1.94,SMC,NULL,NULL,NULL,NULL,2,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,CAE,A392,1,9,NULL,NULL,NULL,NULL,1.94,2.22,SMC,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAE,A392,1,10,NULL,NULL,NULL,NULL,2.22,2.42,SMC,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT80,1,1,NULL,NULL,NULL,NULL,0.01,0.02,CLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT80,1,2,NULL,NULL,NULL,NULL,0.02,0.04,CLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT80,1,3,NULL,NULL,NULL,NULL,0.04,0.08,CLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,G,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT80,1,4,NULL,NULL,NULL,NULL,0.08,0.18,L,NULL,NULL,NULL,NULL,NULL,NULL,NULL,G,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT80,1,5,NULL,NULL,NULL,NULL,0.18,0.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT80,1,6,NULL,NULL,NULL,NULL,0.23,0.43,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,G,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT80,1,7,NULL,NULL,NULL,NULL,0.43,0.53,LMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT80,1,8,NULL,NULL,NULL,NULL,0.53,0.69,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,G,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT80,1,9,NULL,NULL,NULL,NULL,0.69,1.01,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT80,1,10,NULL,NULL,NULL,NULL,1.01,1.47,ZMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT80,1,11,NULL,NULL,NULL,NULL,1.47,1.75,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT80,1,12,NULL,NULL,NULL,NULL,1.75,1.91,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT80,1,13,NULL,NULL,NULL,NULL,1.91,2.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,W'D GRANITE: LITTLE CLAY: ROCK STRUCTURE STRONGLY LAMINATED,NULL,NULL,NULL
799,CAK,NT81,1,1,NULL,NULL,NULL,NULL,0.01,0.04,CLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT81,1,2,NULL,NULL,NULL,NULL,0.04,0.08,CLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT81,1,3,NULL,NULL,NULL,NULL,0.08,0.25,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,G,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT81,1,4,NULL,NULL,NULL,NULL,0.25,0.43,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,G,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT81,1,5,NULL,NULL,NULL,NULL,0.43,0.61,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,G,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT81,1,6,NULL,NULL,NULL,NULL,0.61,0.79,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT81,1,7,NULL,NULL,NULL,NULL,0.79,0.91,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT81,1,8,NULL,NULL,NULL,NULL,0.91,1.07,ZMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT81,1,9,NULL,NULL,NULL,NULL,1.07,1.19,ZMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT81,1,10,NULL,NULL,NULL,NULL,1.19,1.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,W'D GRANITE: STRONGLY LAMINATED,NULL,NULL,NULL
799,CAK,NT82,1,1,NULL,NULL,NULL,NULL,0.01,0.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT82,1,2,NULL,NULL,NULL,NULL,0.04,0.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT82,1,3,NULL,NULL,NULL,NULL,0.08,0.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT82,1,4,NULL,NULL,NULL,NULL,0.25,0.43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT82,1,5,NULL,NULL,NULL,NULL,0.43,0.61,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT82,1,6,NULL,NULL,NULL,NULL,0.61,0.76,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT82,1,7,NULL,NULL,NULL,NULL,0.76,0.95,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT82,1,8,NULL,NULL,NULL,NULL,0.95,1.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT82,1,9,NULL,NULL,NULL,NULL,1.14,1.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SOLID ROCK & WEATHERING STEEPLY,NULL,NULL,NULL
799,CAK,NT83,1,1,NULL,NULL,NULL,NULL,0.01,0.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT83,1,2,NULL,NULL,NULL,NULL,0.04,0.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT83,1,3,NULL,NULL,NULL,NULL,0.08,0.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT83,1,4,NULL,NULL,NULL,NULL,0.25,0.45,CLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT83,1,5,NULL,NULL,NULL,NULL,0.45,0.81,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ABOUT 1CM PART W'D GRAVEL ABOVE SOLID ROCK:,NULL,NULL,NULL
799,CAK,NT84,1,1,NULL,NULL,NULL,NULL,0.01,0.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT84,1,2,NULL,NULL,NULL,NULL,0.04,0.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT84,1,3,NULL,NULL,NULL,NULL,0.08,0.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAK,NT84,1,4,NULL,NULL,NULL,NULL,0.25,0.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAR,NT93,1,1,NULL,NULL,NULL,NULL,0,0.05,KS,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAR,NT93,1,2,NULL,NULL,NULL,NULL,0.05,0.15,KS,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAR,NT93,1,3,NULL,NULL,NULL,NULL,0.15,0.38,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAR,NT93,1,4,NULL,NULL,NULL,NULL,0.38,0.76,SL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAR,NT93,1,5,NULL,NULL,NULL,NULL,0.76,1.21,CLKS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAR,NT93,1,6,NULL,NULL,NULL,NULL,1.21,1.45,KSMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAR,NT93,1,7,NULL,NULL,NULL,NULL,1.52,1.83,KSMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAR,NT94,1,1,NULL,NULL,NULL,NULL,0,0.04,FSL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAR,NT94,1,2,NULL,NULL,NULL,NULL,0.04,0.11,FSL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAR,NT94,1,3,NULL,NULL,NULL,NULL,0.11,0.3,FSL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAR,NT94,1,4,NULL,NULL,NULL,NULL,0.3,0.45,FSL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAR,NT94,1,5,NULL,NULL,NULL,NULL,0.45,0.69,CLFS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAR,NT94,1,6,NULL,NULL,NULL,NULL,0.91,1.06,CLFS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAR,NT94,1,7,NULL,NULL,NULL,NULL,1.21,1.45,FSMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT66,1,1,NULL,A,1,NULL,0,0.22,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT66,1,2,NULL,A,2,NULL,0.22,0.23,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT66,1,3,NULL,B,2,NULL,0.23,0.48,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT66,1,4,2,A,NULL,NULL,0.64,0.86,CL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K2,NULL,NULL,NULL
799,CAS,NT66,1,5,2,B,1,NULL,0.86,1.09,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K2,NULL,NULL,NULL
799,CAS,NT66,1,6,3,A,NULL,NULL,1.09,1.35,CLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K3,NULL,NULL,NULL
799,CAS,NT66,1,7,3,B,NULL,NULL,1.35,2.03,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT66,1,8,4,B,NULL,NULL,2.03,2.26,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K4,NULL,NULL,NULL
799,CAS,NT66,1,9,4,B,NULL,g,2.26,2.64,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT66,1,10,4,B,NULL,g,2.64,3.1,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT67,1,1,NULL,NULL,NULL,NULL,0,0.2,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K1,NULL,NULL,NULL
799,CAS,NT67,1,2,NULL,NULL,NULL,NULL,0.2,0.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K1,NULL,NULL,NULL
799,CAS,NT67,1,3,NULL,NULL,NULL,NULL,0.35,1.52,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K1,NULL,NULL,NULL
799,CAS,NT67,1,4,NULL,NULL,NULL,NULL,1.52,1.83,CL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K2,NULL,NULL,NULL
799,CAS,NT67,1,5,NULL,NULL,NULL,NULL,1.6,1.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K2,NULL,NULL,NULL
799,CAS,NT67,1,6,NULL,NULL,NULL,NULL,1.98,2.13,CLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K3,NULL,NULL,NULL
799,CAS,NT67,1,7,NULL,NULL,NULL,NULL,2.29,2.51,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K3,NULL,NULL,NULL
799,CAS,NT67,1,8,NULL,NULL,NULL,NULL,2.51,3.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K3,NULL,NULL,NULL
799,CAS,NT68,1,1,NULL,A,NULL,NULL,0,0.35,LS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT68,1,2,NULL,A,NULL,NULL,0.08,0.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT68,1,3,NULL,B,1,NULL,0.35,0.95,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT68,1,4,NULL,B,2,NULL,0.45,0.91,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT68,1,5,NULL,BC,NULL,NULL,0.91,1.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT68,1,6,NULL,C,NULL,NULL,1.14,1.37,CLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT68,1,7,NULL,NULL,NULL,NULL,1.52,1.52,CLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT68,1,8,NULL,NULL,NULL,NULL,1.52,1.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT68,1,9,NULL,NULL,NULL,NULL,1.91,2.05,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT69,1,1,NULL,NULL,NULL,NULL,0,1.83,FS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT69,1,2,NULL,NULL,NULL,NULL,0.15,0.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT69,1,3,NULL,NULL,NULL,NULL,1.68,1.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT69,1,4,NULL,NULL,NULL,NULL,1.83,2.69,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT69,1,5,NULL,NULL,NULL,NULL,2.09,3.28,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT69,1,6,NULL,NULL,NULL,NULL,3.05,3.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT69,1,7,NULL,NULL,NULL,NULL,3.28,4.42,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT70,1,1,NULL,A,1,NULL,0,0.1,LS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT70,1,2,NULL,B,1,NULL,0.1,0.2,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT70,1,3,NULL,B,2,NULL,0.2,1.06,KSMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT70,1,4,NULL,B,2,NULL,0.46,0.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT70,1,5,NULL,B,2,NULL,1.22,1.75,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT70,1,6,NULL,B,2,NULL,1.37,1.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT71,1,1,NULL,NULL,NULL,NULL,0,0.04,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT71,1,2,NULL,NULL,NULL,NULL,0.04,0.84,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT71,1,3,NULL,NULL,NULL,NULL,0.03,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT71,1,4,NULL,NULL,NULL,NULL,0.45,0.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT71,1,5,NULL,NULL,NULL,NULL,0.84,1.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MOD. PRECIP. OF MASS CARB. NODULES COMMON,NULL,NULL,NULL
799,CAS,NT72,1,1,NULL,NULL,NULL,NULL,0,2.36,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT72,1,2,NULL,NULL,NULL,NULL,0.08,0.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT72,1,3,NULL,NULL,NULL,NULL,1.37,1.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT72,1,4,NULL,NULL,NULL,NULL,2.21,2.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT72,1,5,NULL,NULL,NULL,NULL,2.36,2.97,FSCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
