agency_code,proj_code,s_id,o_id,h_no,h_desig_num_pref,h_desig_master,h_desig_subdiv,h_desig_suffix,h_upper_depth,h_lower_depth,h_texture,h_texture_qual,h_soil_water_stat,h_stickiness,h_plasticity_type,h_plasticity_deg,h_water_repellence,h_carbonate_eff,h_bound_distinct,h_bound_shape,h_permeability,h_notes,h_ec,h_salinity_depth,h_dispersion
799,CAS,NT89,1,9,NULL,NULL,NULL,NULL,1.91,2.21,ZCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KM3,NULL,NULL,NULL
799,CAS,NT89,1,10,NULL,NULL,NULL,NULL,2.21,2.57,ZCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,KM3,NULL,NULL,NULL
799,CAS,NT89,1,11,NULL,NULL,NULL,NULL,2.57,2.62,KSMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K31,NULL,NULL,NULL
799,CAS,NT89,1,12,NULL,NULL,NULL,NULL,2.62,2.7,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K32,NULL,NULL,NULL
799,CAS,NT89,1,13,NULL,NULL,NULL,NULL,2.73,2.99,LMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K33,NULL,NULL,NULL
799,CAS,NT89,1,14,NULL,NULL,NULL,NULL,2.99,3.24,LMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,K33,NULL,NULL,NULL
799,CAS,NT89,1,15,NULL,NULL,NULL,NULL,3.29,3.54,LMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K34,NULL,NULL,NULL
799,CSS,NT100,1,1,NULL,NULL,NULL,NULL,0,0.03,LS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT100,1,2,NULL,NULL,NULL,NULL,0.03,0.1,LS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT100,1,3,NULL,NULL,NULL,NULL,0.1,0.25,LS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT100,1,4,NULL,NULL,NULL,NULL,0.25,0.61,LS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT100,1,5,NULL,NULL,NULL,NULL,0.61,0.81,LS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,G,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT100,1,6,NULL,NULL,NULL,NULL,0.81,1.14,FSL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT100,1,7,NULL,NULL,NULL,NULL,1.14,1.37,FSL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,G,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT100,1,8,NULL,NULL,NULL,NULL,1.37,1.52,CLFS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,G,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT100,1,9,NULL,NULL,NULL,NULL,1.52,1.83,FSL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT100,1,10,NULL,NULL,NULL,NULL,1.91,1.98,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT90,1,1,NULL,NULL,NULL,NULL,0,0.03,SL,-,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT90,1,2,NULL,NULL,NULL,NULL,0.03,0.1,SL,-,NULL,NULL,NULL,NULL,NULL,NULL,G,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT90,1,3,NULL,NULL,NULL,NULL,0.1,0.25,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,G,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT90,1,4,NULL,NULL,NULL,NULL,0.25,0.54,SCL,-,NULL,NULL,NULL,NULL,NULL,NULL,G,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT90,1,5,NULL,NULL,NULL,NULL,0.54,0.84,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT90,1,6,NULL,NULL,NULL,NULL,0.84,1.07,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT90,1,7,NULL,NULL,NULL,NULL,1.07,1.45,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT90,1,8,NULL,NULL,NULL,NULL,1.45,1.75,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT91,1,1,NULL,NULL,NULL,NULL,0,0.03,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT91,1,2,NULL,NULL,NULL,NULL,0.03,0.1,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT91,1,3,NULL,NULL,NULL,NULL,0.1,0.23,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT91,1,4,NULL,NULL,NULL,NULL,0.23,0.61,CKS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT91,1,5,NULL,NULL,NULL,NULL,0.61,1.06,CKS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT91,1,6,NULL,NULL,NULL,NULL,1.06,1.52,CKS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT91,1,7,NULL,NULL,NULL,NULL,1.52,1.83,CKS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT91,1,8,NULL,NULL,NULL,NULL,1.83,2.06,KSL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT91,1,9,NULL,NULL,NULL,NULL,2.06,2.21,KSL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT91,1,10,NULL,NULL,NULL,NULL,2.29,2.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT92,1,1,NULL,NULL,NULL,NULL,0,0.04,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT92,1,2,NULL,NULL,NULL,NULL,0.04,0.1,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT92,1,3,NULL,NULL,NULL,NULL,0.1,0.23,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT92,1,4,NULL,NULL,NULL,NULL,0.23,0.61,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT92,1,5,NULL,NULL,NULL,NULL,0.61,1.14,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT92,1,6,NULL,NULL,NULL,NULL,1.14,1.22,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT92,1,7,NULL,NULL,NULL,NULL,1.22,1.37,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT92,1,8,NULL,NULL,NULL,NULL,1.37,1.67,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT92,1,9,NULL,NULL,NULL,NULL,1.67,1.83,LKS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT99,1,1,NULL,NULL,NULL,NULL,0,0.03,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT99,1,2,NULL,NULL,NULL,NULL,0.03,0.1,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT99,1,3,NULL,NULL,NULL,NULL,0.1,0.25,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT99,1,4,NULL,NULL,NULL,NULL,0.25,0.61,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,G,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT99,1,5,NULL,NULL,NULL,NULL,0.61,1.21,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,G,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT99,1,6,NULL,NULL,NULL,NULL,1.21,1.52,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT99,1,7,NULL,NULL,NULL,NULL,1.52,1.83,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,G,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT99,1,8,NULL,NULL,NULL,NULL,1.83,1.98,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT99,1,9,NULL,NULL,NULL,NULL,1.98,2.18,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT99,1,10,NULL,NULL,NULL,NULL,2.18,2.29,LC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CSS,NT99,1,11,NULL,NULL,NULL,NULL,2.29,2.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TRAVERTINE,NULL,NULL,NULL
799,FGC,NT95,1,1,NULL,NULL,NULL,NULL,0,0.03,FSL,-,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT95,1,2,NULL,NULL,NULL,NULL,0.03,0.08,SCL,-,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT95,1,3,NULL,NULL,NULL,NULL,0.08,0.15,FSMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT95,1,4,NULL,NULL,NULL,NULL,0.15,0.33,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT95,1,5,NULL,NULL,NULL,NULL,0.33,0.54,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT95,1,6,NULL,B,2,NULL,0.54,0.76,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT95,1,7,NULL,B,2,NULL,0.76,1.06,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT95,1,8,NULL,BC,NULL,NULL,1.06,1.21,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT95,1,9,NULL,NULL,NULL,NULL,1.21,1.52,FSMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT95,1,10,NULL,NULL,NULL,NULL,1.52,1.91,FSMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT95,1,11,NULL,NULL,NULL,NULL,1.91,2.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT96,1,1,NULL,NULL,NULL,NULL,0,0.03,FSL,+,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT96,1,2,NULL,NULL,NULL,NULL,0.03,0.08,FSL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT96,1,3,NULL,NULL,NULL,NULL,0.08,0.23,CLFS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT96,1,4,NULL,B,2,NULL,0.23,0.46,MC,NULL,NULL,2,NULL,2,NULL,NULL,A,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT96,1,5,NULL,BC,NULL,NULL,0.46,0.76,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT96,1,6,NULL,C,NULL,NULL,0.76,1.06,CFS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT96,1,7,NULL,NULL,NULL,NULL,1.06,1.37,FSMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT96,1,8,NULL,NULL,NULL,NULL,1.37,1.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT96,1,9,NULL,NULL,NULL,NULL,1.83,2.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT96,1,10,NULL,NULL,NULL,NULL,2.13,2.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT96,1,11,NULL,NULL,NULL,NULL,2.44,2.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DOMINENTLY DUSKY RED CEMENTED SOIL WITH LG CHANNEL AREAS,NULL,NULL,NULL
799,FGC,NT97,1,1,NULL,NULL,NULL,NULL,0,0.03,CLFS,-,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT97,1,2,NULL,NULL,NULL,NULL,0.03,0.08,CLFS,+,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT97,1,3,NULL,NULL,NULL,NULL,0.08,0.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS ABOVE AS MATRIX TO MAINLY FRAG. DOLOMITE TO 8CM:,NULL,NULL,NULL
799,FGC,NT98,1,1,NULL,NULL,NULL,NULL,0,0.03,CLFS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT98,1,2,NULL,NULL,NULL,NULL,0.03,0.08,CLFS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT98,1,3,NULL,NULL,NULL,NULL,0.08,0.15,FSMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT98,1,4,NULL,NULL,NULL,NULL,0.15,0.3,FSMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT98,1,5,NULL,NULL,NULL,NULL,0.3,0.45,FSMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT98,1,6,NULL,NULL,NULL,NULL,0.45,0.76,FSMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT98,1,7,NULL,NULL,NULL,NULL,0.76,1.14,FSMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT98,1,8,NULL,NULL,NULL,NULL,1.21,1.52,FSMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,FGC,NT98,1,9,NULL,NULL,NULL,NULL,1.83,2.29,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,NCA,A197,1,1,NULL,NULL,NULL,NULL,0,0.08,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,NCA,A197,1,2,NULL,NULL,NULL,NULL,0.08,0.23,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,NCA,A197,1,3,NULL,NULL,NULL,NULL,0.23,0.38,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,NCA,A197,1,4,NULL,NULL,NULL,NULL,0.38,0.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,NCA,A197,1,5,NULL,NULL,NULL,NULL,0.61,1.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,NCA,A197,1,6,NULL,NULL,NULL,NULL,1.22,1.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,NCA,A198,1,1,NULL,NULL,NULL,NULL,0,0.08,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,NCA,A198,1,2,NULL,NULL,NULL,NULL,0.08,0.3,LS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,NCA,A198,1,3,NULL,NULL,NULL,NULL,0.3,0.61,LS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,NCA,A198,1,4,NULL,NULL,NULL,NULL,0.61,0.91,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,NCA,A198,1,5,NULL,NULL,NULL,NULL,0.91,1.22,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,NCA,A199,1,1,NULL,NULL,NULL,NULL,0,0.15,LS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,NCA,A199,1,2,NULL,NULL,NULL,NULL,0.15,0.61,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,NCA,A199,1,3,NULL,NULL,NULL,NULL,0.61,1.22,CKS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,NCA,A199,1,4,NULL,NULL,NULL,NULL,1.22,1.83,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,NCA,A199,1,5,NULL,NULL,NULL,NULL,1.83,2.13,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,NCA,A200,1,1,NULL,NULL,NULL,NULL,0,0.08,L,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,NCA,A200,1,2,NULL,NULL,NULL,NULL,0.08,0.3,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,NCA,A200,1,3,NULL,NULL,NULL,NULL,0.3,0.61,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,NCA,A200,1,4,NULL,NULL,NULL,NULL,0.61,0.91,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,NCA,A200,1,5,NULL,NULL,NULL,NULL,0.91,1.22,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,NCA,A201,1,1,NULL,NULL,NULL,NULL,0,0.05,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,NCA,A201,1,2,NULL,NULL,NULL,NULL,0,0.05,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,NCA,A201,1,3,NULL,NULL,NULL,NULL,0,0.05,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,NCA,A201,1,4,NULL,NULL,NULL,NULL,0,0.05,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,AcidSoils,AN1,1,1,NULL,A,NULL,p,0,0.12,FSL,+,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,AcidSoils,AN1,1,2,NULL,A,2,NULL,0.12,0.38,CLFS,-,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bleached A2,NULL,NULL,NULL
898,AcidSoils,AN1,1,3,NULL,B,2,NULL,0.38,0.8,LMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FE concretions, rounded.",NULL,NULL,NULL
898,AcidSoils,AN10,1,1,NULL,A,NULL,p,0,0.1,ZCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,AcidSoils,AN10,1,2,NULL,A,2,NULL,0.1,0.2,ZCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pale A2.,NULL,NULL,NULL
898,AcidSoils,AN10,1,3,NULL,A,3,NULL,0.2,0.5,ZCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,AcidSoils,AN10,1,4,NULL,B,21,NULL,0.5,0.8,LMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,AcidSoils,AN10,1,5,NULL,B,22,NULL,0.8,NULL,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No CO3.,NULL,NULL,NULL
898,AcidSoils,AN100,1,1,NULL,A,1,NULL,0,0.1,FSL,+,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,AcidSoils,AN100,1,2,NULL,B,1,NULL,0.1,0.3,CL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,AcidSoils,AN100,1,3,NULL,B,2,NULL,0.3,0.8,LC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,AcidSoils,AN101,1,1,NULL,A,1,NULL,0,0.1,FSL,+,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,AcidSoils,AN101,1,2,NULL,B,1,NULL,0.1,0.3,SCLFS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,AcidSoils,AN101,1,3,NULL,B,2,NULL,0.3,0.6,SLC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,AcidSoils,AN101,1,4,NULL,B,3,NULL,0.6,0.8,SLC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,AcidSoils,AN102,1,1,NULL,A,1,NULL,0,0.2,ZL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,AcidSoils,AN102,1,2,NULL,B,21,NULL,0.2,0.5,CL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,AcidSoils,AN102,1,3,NULL,B,22,NULL,0.5,0.8,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,AcidSoils,AN103,1,1,NULL,A,1,NULL,0,0.1,SCLFS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,AcidSoils,AN103,1,2,NULL,B,1,NULL,0.1,0.3,CLFS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,AcidSoils,AN103,1,3,NULL,B,21,NULL,0.3,0.5,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,AcidSoils,AN103,1,4,NULL,B,22,NULL,0.5,0.8,LC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,AcidSoils,AN104,1,1,NULL,A,1,NULL,0,0.2,FSL,+,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,AcidSoils,AN104,1,2,NULL,B,1,NULL,0.2,0.3,CLFS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,AcidSoils,AN104,1,3,NULL,B,21,NULL,0.3,0.6,SLC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,AcidSoils,AN104,1,4,NULL,B,22,NULL,0.6,0.8,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,AcidSoils,AN105,1,1,NULL,A,1,NULL,0,0.1,ZL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,AcidSoils,AN105,1,2,NULL,A,2,NULL,0.1,0.3,CL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Not bleached.,NULL,NULL,NULL
